PANO,Constituency Name,Constituency ID,Constituency Type,Electorate,Valid Votes,,Region ID,County,Region,Country
7,Aldershot,E14000530,Borough,72430,46191,,E12000008,Hampshire,South East,England
8,Aldridge-Brownhills,E14000531,Borough,60215,39497,,E12000005,West Midlands,West Midlands,England
9,Altrincham and Sale West,E14000532,Borough,71511,50517,,E12000002,Greater Manchester,North West,England
11,Amber Valley,E14000533,County,69510,45717,,E12000004,Derbyshire,East Midlands,England
18,Arundel and South Downs,E14000534,County,77242,56477,,E12000008,West Sussex,South East,England
19,Ashfield,E14000535,County,77091,47409,,E12000004,Nottinghamshire,East Midlands,England
20,Ashford,E14000536,County,85177,57372,,E12000008,Kent,South East,England
21,Ashton-under-Lyne,E14000537,Borough,68343,38918,,E12000002,Greater Manchester,North West,England
22,Aylesbury,E14000538,County,80315,55419,,E12000008,Buckinghamshire,South East,England
26,Banbury,E14000539,County,86420,58008,,E12000008,Oxfordshire,South East,England
28,Barking,E14000540,Borough,73977,43041,,E12000007,London,London,England
29,Barnsley Central,E14000541,Borough,64534,36560,,E12000003,South Yorkshire,Yorkshire and The Humber,England
30,Barnsley East,E14000542,County,69135,38517,,E12000003,South Yorkshire,Yorkshire and The Humber,England
31,Barrow and Furness,E14000543,County,68338,43275,,E12000002,Cumbria,North West,England
32,Basildon and Billericay,E14000544,Borough,66347,43028,,E12000006,Essex,East,England
34,Basingstoke,E14000545,Borough,79665,53076,,E12000008,Hampshire,South East,England
35,Bassetlaw,E14000546,County,76796,49289,,E12000004,Nottinghamshire,East Midlands,England
36,Bath,E14000547,Borough,63084,47167,,E12000009,Avon,South West,England
37,Batley and Spen,E14000548,Borough,78373,50479,,E12000003,West Yorkshire,Yorkshire and The Humber,England
38,Battersea,E14000549,Borough,76111,51031,,E12000007,London,London,England
39,Beaconsfield,E14000550,County,74726,53163,,E12000008,Buckinghamshire,South East,England
40,Beckenham,E14000551,Borough,67439,48803,,E12000007,London,London,England
41,Bedford,E14000552,Borough,69311,46086,,E12000006,Bedfordshire,East,England
49,Bermondsey and Old Southwark,E14000553,Borough,83298,51424,,E12000007,London,London,England
50,Berwick-upon-Tweed,E14000554,County,56969,40423,,E12000001,Northumberland,North East,England
52,Bethnal Green and Bow,E14000555,Borough,82727,52924,,E12000007,London,London,England
53,Beverley and Holderness,E14000556,County,80805,52677,,E12000003,Humberside,Yorkshire and The Humber,England
54,Bexhill and Battle,E14000557,County,78796,55218,,E12000008,East Sussex,South East,England
55,Bexleyheath and Crayford,E14000558,Borough,64828,43685,,E12000007,London,London,England
56,Birkenhead,E14000559,Borough,62410,39144,,E12000002,Merseyside,North West,England
57,"Birmingham, Edgbaston",E14000560,Borough,65591,41293,,E12000005,West Midlands,West Midlands,England
58,"Birmingham, Erdington",E14000561,Borough,65128,34684,,E12000005,West Midlands,West Midlands,England
59,"Birmingham, Hall Green",E14000562,Borough,76330,47046,,E12000005,West Midlands,West Midlands,England
60,"Birmingham, Hodge Hill",E14000563,Borough,75302,41039,,E12000005,West Midlands,West Midlands,England
61,"Birmingham, Ladywood",E14000564,Borough,68128,35916,,E12000005,West Midlands,West Midlands,England
62,"Birmingham, Northfield",E14000565,Borough,71428,42461,,E12000005,West Midlands,West Midlands,England
63,"Birmingham, Perry Barr",E14000566,Borough,69943,41260,,E12000005,West Midlands,West Midlands,England
64,"Birmingham, Selly Oak",E14000567,Borough,75092,45294,,E12000005,West Midlands,West Midlands,England
65,"Birmingham, Yardley",E14000568,Borough,72146,41151,,E12000005,West Midlands,West Midlands,England
66,Bishop Auckland,E14000569,County,66070,39389,,E12000001,Durham,North East,England
67,Blackburn,E14000570,Borough,73260,43999,,E12000002,Lancashire,North West,England
68,Blackley and Broughton,E14000571,Borough,71913,37112,,E12000002,Greater Manchester,North West,England
69,Blackpool North and Cleveleys,E14000572,Borough,62468,39393,,E12000002,Lancashire,North West,England
70,Blackpool South,E14000573,Borough,57411,32436,,E12000002,Lancashire,North West,England
72,Blaydon,E14000574,Borough,67901,44936,,E12000001,Tyne and Wear,North East,England
73,Blyth Valley,E14000575,Borough,61247,38461,,E12000001,Northumberland,North East,England
74,Bognor Regis and Littlehampton,E14000576,County,72995,47116,,E12000008,West Sussex,South East,England
75,Bolsover,E14000577,County,71979,43998,,E12000004,Derbyshire,East Midlands,England
76,Bolton North East,E14000578,Borough,67895,43161,,E12000002,Greater Manchester,North West,England
77,Bolton South East,E14000579,Borough,69687,40743,,E12000002,Greater Manchester,North West,England
78,Bolton West,E14000580,County,72719,48592,,E12000002,Greater Manchester,North West,England
79,Bootle,E14000581,Borough,70145,45152,,E12000002,Merseyside,North West,England
80,Boston and Skegness,E14000582,County,67064,43339,,E12000004,Lincolnshire,East Midlands,England
81,Bosworth,E14000583,County,79738,53582,,E12000004,Leicestershire,East Midlands,England
82,Bournemouth East,E14000584,Borough,72275,44827,,E12000009,Dorset,South West,England
83,Bournemouth West,E14000585,Borough,72082,41773,,E12000009,Dorset,South West,England
84,Bracknell,E14000586,County,81271,53086,,E12000008,Berkshire,South East,England
85,Bradford East,E14000587,Borough,66121,41406,,E12000003,West Yorkshire,Yorkshire and The Humber,England
86,Bradford South,E14000588,Borough,63674,37600,,E12000003,West Yorkshire,Yorkshire and The Humber,England
87,Bradford West,E14000589,Borough,63372,40290,,E12000003,West Yorkshire,Yorkshire and The Humber,England
88,Braintree,E14000590,County,73557,50283,,E12000006,Essex,East,England
90,Brent Central,E14000591,Borough,77038,47032,,E12000007,London,London,England
91,Brent North,E14000592,Borough,82196,52235,,E12000007,London,London,England
92,Brentford and Isleworth,E14000593,Borough,84602,57355,,E12000007,London,London,England
93,Brentwood and Ongar,E14000594,County,71918,51897,,E12000006,Essex,East,England
95,Bridgwater and West Somerset,E14000595,County,80491,54447,,E12000009,Somerset,South West,England
96,Brigg and Goole,E14000596,County,68488,43270,,E12000003,Humberside,Yorkshire and The Humber,England
97,"Brighton, Kemptown",E14000597,Borough,67858,45306,,E12000008,East Sussex,South East,England
98,"Brighton, Pavilion",E14000598,Borough,76557,54676,,E12000008,East Sussex,South East,England
99,Bristol East,E14000599,Borough,71193,46213,,E12000009,Avon,South West,England
100,Bristol North West,E14000600,Borough,74743,51805,,E12000009,Avon,South West,England
101,Bristol South,E14000601,Borough,81496,50842,,E12000009,Avon,South West,England
102,Bristol West,E14000602,Borough,91236,64218,,E12000009,Avon,South West,England
103,Broadland,E14000603,County,73552,53089,,E12000006,Norfolk,East,England
104,Bromley and Chislehurst,E14000604,Borough,65477,44066,,E12000007,London,London,England
105,Bromsgrove,E14000605,County,73337,52245,,E12000005,Hereford and Worcester,West Midlands,England
106,Broxbourne,E14000606,Borough,72944,46024,,E12000006,Hertfordshire,East,England
107,Broxtowe,E14000607,County,71764,53440,,E12000004,Nottinghamshire,East Midlands,England
108,Buckingham,E14000608,County,77425,53692,,E12000008,Buckinghamshire,South East,England
109,Burnley,E14000609,Borough,64477,39746,,E12000002,Lancashire,North West,England
110,Burton,E14000610,County,75248,48974,,E12000005,Staffordshire,West Midlands,England
111,Bury North,E14000611,Borough,67580,45230,,E12000002,Greater Manchester,North West,England
112,Bury South,E14000612,Borough,73883,47215,,E12000002,Greater Manchester,North West,England
113,Bury St Edmunds,E14000613,County,85982,59341,,E12000006,Suffolk,East,England
116,Calder Valley,E14000614,County,77754,53541,,E12000003,West Yorkshire,Yorkshire and The Humber,England
117,Camberwell and Peckham,E14000615,Borough,82746,51561,,E12000007,London,London,England
118,Camborne and Redruth,E14000616,County,66944,45868,,E12000009,Cornwall,South West,England
119,Cambridge,E14000617,Borough,83384,51774,,E12000006,Cambridgeshire,East,England
124,Cannock Chase,E14000618,County,74532,47099,,E12000005,Staffordshire,West Midlands,England
125,Canterbury,E14000619,County,81341,53465,,E12000008,Kent,South East,England
130,Carlisle,E14000620,County,65827,42587,,E12000002,Cumbria,North West,England
133,Carshalton and Wallington,E14000621,Borough,69981,47613,,E12000007,London,London,England
134,Castle Point,E14000622,Borough,68170,45450,,E12000006,Essex,East,England
188,Central Devon,E14000623,County,72737,54448,,E12000009,Devon,South West,England
547,Central Suffolk and North Ipswich,E14000624,County,76666,54089,,E12000006,Suffolk,East,England
136,Charnwood,E14000625,County,77269,52261,,E12000004,Leicestershire,East Midlands,England
137,Chatham and Aylesford,E14000626,County,66355,43073,,E12000008,Kent,South East,England
138,Cheadle,E14000627,Borough,73239,53095,,E12000002,Greater Manchester,North West,England
139,Chelmsford,E14000628,Borough,78580,53817,,E12000006,Essex,East,England
140,Chelsea and Fulham,E14000629,Borough,63478,40226,,E12000007,London,London,England
141,Cheltenham,E14000630,Borough,77287,53735,,E12000009,Gloucestershire,South West,England
142,Chesham and Amersham,E14000631,County,72547,52730,,E12000008,Buckinghamshire,South East,England
144,Chesterfield,E14000632,Borough,71625,45567,,E12000004,Derbyshire,East Midlands,England
145,Chichester,E14000633,County,83396,57139,,E12000008,West Sussex,South East,England
146,Chingford and Woodford Green,E14000634,Borough,66680,43804,,E12000007,London,London,England
147,Chippenham,E14000635,County,74218,55407,,E12000009,Wiltshire,South West,England
148,Chipping Barnet,E14000636,Borough,77807,53013,,E12000007,London,London,England
149,Chorley,E14000637,County,74679,51712,,E12000002,Lancashire,North West,England
150,Christchurch,E14000638,County,69303,49707,,E12000009,Dorset,South West,England
151,Cities of London and Westminster,E14000639,Borough,60992,36185,,E12000007,London,London,England
143,City of Chester,E14000640,County,74485,51161,,E12000002,Cheshire,North West,England
214,City of Durham,E14000641,County,68725,45669,,E12000001,Durham,North East,England
152,Clacton,E14000642,County,68936,44207,,E12000006,Essex,East,England
153,Cleethorpes,E14000643,County,71008,45089,,E12000003,Humberside,Yorkshire and The Humber,England
157,Colchester,E14000644,Borough,74204,48593,,E12000006,Essex,East,England
158,Colne Valley,E14000645,County,82516,56800,,E12000003,West Yorkshire,Yorkshire and The Humber,England
159,Congleton,E14000646,County,72503,50976,,E12000002,Cheshire,North West,England
160,Copeland,E14000647,County,62087,39631,,E12000002,Cumbria,North West,England
161,Corby,E14000648,County,79775,56174,,E12000004,Northamptonshire,East Midlands,England
165,Coventry North East,E14000649,Borough,75462,42231,,E12000005,West Midlands,West Midlands,England
166,Coventry North West,E14000650,Borough,73626,45246,,E12000005,West Midlands,West Midlands,England
167,Coventry South,E14000651,Borough,70397,43699,,E12000005,West Midlands,West Midlands,England
168,Crawley,E14000652,Borough,73936,48550,,E12000008,West Sussex,South East,England
169,Crewe and Nantwich,E14000653,County,74169,49896,,E12000002,Cheshire,North West,England
170,Croydon Central,E14000654,Borough,78171,52941,,E12000007,London,London,England
171,Croydon North,E14000655,Borough,85941,53522,,E12000007,London,London,England
172,Croydon South,E14000656,Borough,82010,57712,,E12000007,London,London,England
175,Dagenham and Rainham,E14000657,Borough,69128,43050,,E12000007,London,London,England
176,Darlington,E14000658,Borough,65851,41141,,E12000001,Durham,North East,England
177,Dartford,E14000659,County,75209,52418,,E12000008,Kent,South East,England
178,Daventry,E14000660,County,72873,52518,,E12000004,Northamptonshire,East Midlands,England
180,Denton and Reddish,E14000661,Borough,66141,38681,,E12000002,Greater Manchester,North West,England
181,Derby North,E14000662,Borough,69794,44745,,E12000004,Derbyshire,East Midlands,England
182,Derby South,E14000663,Borough,70240,40820,,E12000004,Derbyshire,East Midlands,England
183,Derbyshire Dales,E14000664,County,63476,47361,,E12000004,Derbyshire,East Midlands,England
187,Devizes,E14000665,County,69205,49006,,E12000009,Wiltshire,South West,England
193,Dewsbury,E14000666,County,79770,53630,,E12000003,West Yorkshire,Yorkshire and The Humber,England
194,Don Valley,E14000667,County,71299,42486,,E12000003,South Yorkshire,Yorkshire and The Humber,England
195,Doncaster Central,E14000668,Borough,71136,40420,,E12000003,South Yorkshire,Yorkshire and The Humber,England
196,Doncaster North,E14000669,County,70989,39501,,E12000003,South Yorkshire,Yorkshire and The Humber,England
201,Dover,E14000670,County,72930,50224,,E12000008,Kent,South East,England
204,Dudley North,E14000671,Borough,60717,37992,,E12000005,West Midlands,West Midlands,England
205,Dudley South,E14000672,Borough,60363,38210,,E12000005,West Midlands,West Midlands,England
206,Dulwich and West Norwood,E14000673,Borough,76575,51362,,E12000007,London,London,England
218,Ealing Central and Acton,E14000674,Borough,71422,50894,,E12000007,London,London,England
219,Ealing North,E14000675,Borough,73881,48510,,E12000007,London,London,England
220,"Ealing, Southall",E14000676,Borough,65606,43321,,E12000007,London,London,England
221,Easington,E14000677,County,61659,34624,,E12000001,Durham,North East,England
189,East Devon,E14000678,County,76519,54717,,E12000009,Devon,South West,England
222,East Ham,E14000679,Borough,87382,52290,,E12000007,London,London,England
287,East Hampshire,E14000680,County,71074,51649,,E12000008,Hampshire,South East,England
552,East Surrey,E14000681,County,79654,56103,,E12000008,Surrey,South East,England
638,East Worthing and Shoreham,E14000682,County,74775,49898,,E12000008,West Sussex,South East,England
650,East Yorkshire,E14000683,County,81023,49991,,E12000003,Humberside,Yorkshire and The Humber,England
225,Eastbourne,E14000684,Borough,78262,52907,,E12000008,East Sussex,South East,England
226,Eastleigh,E14000685,Borough,79609,55505,,E12000008,Hampshire,South East,England
227,Eddisbury,E14000686,County,68569,47352,,E12000002,Cheshire,North West,England
233,Edmonton,E14000687,Borough,66016,41338,,E12000007,London,London,England
234,Ellesmere Port and Neston,E14000688,County,69223,46727,,E12000002,Cheshire,North West,England
235,Elmet and Rothwell,E14000689,County,79143,57797,,E12000003,West Yorkshire,Yorkshire and The Humber,England
236,Eltham,E14000690,Borough,63998,43157,,E12000007,London,London,England
237,Enfield North,E14000691,Borough,68118,46137,,E12000007,London,London,England
238,"Enfield, Southgate",E14000692,Borough,64937,45812,,E12000007,London,London,England
239,Epping Forest,E14000693,County,73447,49348,,E12000006,Essex,East,England
240,Epsom and Ewell,E14000694,Borough,78633,57143,,E12000008,Surrey,South East,England
241,Erewash,E14000695,County,71943,48322,,E12000004,Derbyshire,East Midlands,England
242,Erith and Thamesmead,E14000696,Borough,70397,42617,,E12000007,London,London,England
243,Esher and Walton,E14000697,Borough,79894,56976,,E12000008,Surrey,South East,England
244,Exeter,E14000698,Borough,76968,54018,,E12000009,Devon,South West,England
246,Fareham,E14000699,County,77114,54700,,E12000008,Hampshire,South East,England
247,Faversham and Mid Kent,E14000700,County,69523,45803,,E12000008,Kent,South East,England
248,Feltham and Heston,E14000701,Borough,82340,49405,,E12000007,London,London,England
251,Filton and Bradley Stoke,E14000702,County,71310,49101,,E12000009,Avon,South West,England
252,Finchley and Golders Green,E14000703,Borough,72530,50759,,E12000007,London,London,England
253,Folkestone and Hythe,E14000704,County,83651,55010,,E12000008,Kent,South East,England
254,Forest of Dean,E14000705,County,69865,49520,,E12000009,Gloucestershire,South West,England
256,Fylde,E14000706,County,65679,43557,,E12000002,Lancashire,North West,England
257,Gainsborough,E14000707,County,74686,49261,,E12000004,Lincolnshire,East Midlands,England
258,Garston and Halewood,E14000708,Borough,73719,48983,,E12000002,Merseyside,North West,England
259,Gateshead,E14000709,Borough,64524,37949,,E12000001,Tyne and Wear,North East,England
260,Gedling,E14000710,County,70000,47998,,E12000004,Nottinghamshire,East Midlands,England
261,Gillingham and Rainham,E14000711,Borough,70984,47078,,E12000008,Kent,South East,England
270,Gloucester,E14000712,Borough,82968,52575,,E12000009,Gloucestershire,South West,England
272,Gosport,E14000713,Borough,73268,47665,,E12000008,Hampshire,South East,England
274,Grantham and Stamford,E14000714,County,81150,53755,,E12000004,Lincolnshire,East Midlands,England
275,Gravesham,E14000715,County,72043,50139,,E12000008,Kent,South East,England
276,Great Grimsby,E14000716,Borough,59200,33731,,E12000003,Humberside,Yorkshire and The Humber,England
277,Great Yarmouth,E14000717,County,69793,44469,,E12000006,Norfolk,East,England
278,Greenwich and Woolwich,E14000718,Borough,73315,46716,,E12000007,London,London,England
279,Guildford,E14000719,County,75733,53986,,E12000008,Surrey,South East,England
280,Hackney North and Stoke Newington,E14000720,Borough,88153,49887,,E12000007,London,London,England
281,Hackney South and Shoreditch,E14000721,Borough,84971,47580,,E12000007,London,London,England
282,Halesowen and Rowley Regis,E14000722,Borough,66048,43818,,E12000005,West Midlands,West Midlands,England
283,Halifax,E14000723,Borough,70462,43753,,E12000003,West Yorkshire,Yorkshire and The Humber,England
284,Haltemprice and Howden,E14000724,County,71195,48757,,E12000003,Humberside,Yorkshire and The Humber,England
285,Halton,E14000725,County,72818,45023,,E12000002,Cheshire,North West,England
286,Hammersmith,E14000726,Borough,72254,47960,,E12000007,London,London,England
290,Hampstead and Kilburn,E14000727,Borough,80195,53964,,E12000007,London,London,England
291,Harborough,E14000728,County,77760,52471,,E12000004,Leicestershire,East Midlands,England
292,Harlow,E14000729,County,67994,44251,,E12000006,Essex,East,England
293,Harrogate and Knaresborough,E14000730,County,76408,53376,,E12000003,North Yorkshire,Yorkshire and The Humber,England
294,Harrow East,E14000731,Borough,70981,49000,,E12000007,London,London,England
295,Harrow West,E14000732,Borough,69644,46603,,E12000007,London,London,England
296,Hartlepool,E14000733,Borough,69947,39490,,E12000001,Cleveland,North East,England
297,Harwich and North Essex,E14000734,County,69290,48432,,E12000006,Essex,East,England
298,Hastings and Rye,E14000735,County,75095,50927,,E12000008,East Sussex,South East,England
299,Havant,E14000736,Borough,70573,44828,,E12000008,Hampshire,South East,England
300,Hayes and Harlington,E14000737,Borough,74874,45056,,E12000007,London,London,England
301,Hazel Grove,E14000738,County,63098,43219,,E12000002,Greater Manchester,North West,England
302,Hemel Hempstead,E14000739,County,74616,49633,,E12000006,Hertfordshire,East,England
303,Hemsworth,E14000740,County,72714,42406,,E12000003,West Yorkshire,Yorkshire and The Humber,England
304,Hendon,E14000741,Borough,75285,49630,,E12000007,London,London,England
305,Henley,E14000742,County,77946,55236,,E12000008,Oxfordshire,South East,England
306,Hereford and South Herefordshire,E14000743,County,71485,47257,,E12000005,Hereford and Worcester,West Midlands,England
308,Hertford and Stortford,E14000744,County,80610,56277,,E12000006,Hertfordshire,East,England
311,Hertsmere,E14000745,County,73767,50091,,E12000006,Hertfordshire,East,England
312,Hexham,E14000746,County,59708,43345,,E12000001,Northumberland,North East,England
313,Heywood and Middleton,E14000747,County,79989,48538,,E12000002,Greater Manchester,North West,England
